"","geometry.type","geometry.coordinates.1","geometry.coordinates.2","properties.geopin","properties.objectid","properties.shape_area","properties.shape_leng","properties.situs_dir","properties.situs_num","properties.situs_str","properties.situs_type","type"
"1395","MultiPolygon",-90.0981647212988,29.91779887619,"41059280","162","4334.70709797","312.39567304","","4113","TCHOUPITOULAS","ST","Feature"
"1396","MultiPolygon",-90.0981446982908,29.9178005720697,"41059280","162","4334.70709797","312.39567304","","4113","TCHOUPITOULAS","ST","Feature"
"1397","MultiPolygon",-90.0981245848849,29.9178022586494,"41059280","162","4334.70709797","312.39567304","","4113","TCHOUPITOULAS","ST","Feature"
"1398","MultiPolygon",-90.0980513047479,29.9178090716018,"41059280","162","4334.70709797","312.39567304","","4113","TCHOUPITOULAS","ST","Feature"
"1399","MultiPolygon",-90.0980159099525,29.9174799230687,"41059280","162","4334.70709797","312.39567304","","4113","TCHOUPITOULAS","ST","Feature"
"1400","MultiPolygon",-90.0981100130033,29.9174720553796,"41059280","162","4334.70709797","312.39567304","","4113","TCHOUPITOULAS","ST","Feature"
"1401","MultiPolygon",-90.1019918744725,29.9171521300776,"41059288","163","3819.33567569","276.043165413","","4431","TCHOUPITOULAS","ST","Feature"
"1402","MultiPolygon",-90.1021118462995,29.9171413759344,"41059288","163","3819.33567569","276.043165413","","4431","TCHOUPITOULAS","ST","Feature"
"1403","MultiPolygon",-90.1021393293288,29.9174149377195,"41059288","163","3819.33567569","276.043165413","","4431","TCHOUPITOULAS","ST","Feature"
"1404","MultiPolygon",-90.1020186488713,29.9174249358485,"41059288","163","3819.33567569","276.043165413","","4431","TCHOUPITOULAS","ST","Feature"
"1405","MultiPolygon",-90.1019918744725,29.9171521300776,"41059288","163","3819.33567569","276.043165413","","4431","TCHOUPITOULAS","ST","Feature"
"1406","MultiPolygon",-90.0979210893386,29.917487783951,"41059315","164","7243.13845299","360.689846461","","4109","TCHOUPITOULAS","ST","Feature"
"1407","MultiPolygon",-90.0980159099525,29.9174799230687,"41059315","164","7243.13845299","360.689846461","","4109","TCHOUPITOULAS","ST","Feature"
"1408","MultiPolygon",-90.0980513047479,29.9178090716018,"41059315","164","7243.13845299","360.689846461","","4109","TCHOUPITOULAS","ST","Feature"
"1409","MultiPolygon",-90.0980455566082,29.9178096427718,"41059315","164","7243.13845299","360.689846461","","4109","TCHOUPITOULAS","ST","Feature"
"1410","MultiPolygon",-90.0979665372594,29.9178164024822,"41059315","164","7243.13845299","360.689846461","","4109","TCHOUPITOULAS","ST","Feature"
"1411","MultiPolygon",-90.0979557612174,29.9178173016589,"41059315","164","7243.13845299","360.689846461","","4109","TCHOUPITOULAS","ST","Feature"
"1412","MultiPolygon",-90.0978616628768,29.9178247940524,"41059315","164","7243.13845299","360.689846461","","4109","TCHOUPITOULAS","ST","Feature"
"1413","MultiPolygon",-90.0978269785123,29.9174962772887,"41059315","164","7243.13845299","360.689846461","","4109","TCHOUPITOULAS","ST","Feature"
"1414","MultiPolygon",-90.0979210893386,29.917487783951,"41059315","164","7243.13845299","360.689846461","","4109","TCHOUPITOULAS","ST","Feature"
"1415","MultiPolygon",-90.0632382701682,29.9665267868535,"41061575","165","16546.8711216","564.409058978","N","1433","RAMPART","ST","Feature"
"1416","MultiPolygon",-90.0635887342921,29.9668008469475,"41061575","165","16546.8711216","564.409058978","N","1433","RAMPART","ST","Feature"
"1417","MultiPolygon",-90.0637088614876,29.9668957749797,"41061575","165","16546.8711216","564.409058978","N","1433","RAMPART","ST","Feature"
"1418","MultiPolygon",-90.0635437087443,29.9670667153204,"41061575","165","16546.8711216","564.409058978","N","1433","RAMPART","ST","Feature"
"1419","MultiPolygon",-90.0630722401725,29.9667102201,"41061575","165","16546.8711216","564.409058978","N","1433","RAMPART","ST","Feature"
"1420","MultiPolygon",-90.0632382701682,29.9665267868535,"41061575","165","16546.8711216","564.409058978","N","1433","RAMPART","ST","Feature"
"1421","MultiPolygon",-90.038911055041,29.9663022537703,"41061757","166","87197.616607","1240.33908545","N","3523","RAMPART","ST","Feature"
"1422","MultiPolygon",-90.0392372061262,29.9652352462576,"41061757","166","87197.616607","1240.33908545","N","3523","RAMPART","ST","Feature"
"1423","MultiPolygon",-90.0399002562343,29.9653717915138,"41061757","166","87197.616607","1240.33908545","N","3523","RAMPART","ST","Feature"
"1424","MultiPolygon",-90.0395681574882,29.9664549946538,"41061757","166","87197.616607","1240.33908545","N","3523","RAMPART","ST","Feature"
"1425","MultiPolygon",-90.038911055041,29.9663022537703,"41061757","166","87197.616607","1240.33908545","N","3523","RAMPART","ST","Feature"
"1426","MultiPolygon",-90.0390132925505,29.9616867063332,"41066139","167","4199.37611034","278.551006235","","631","INDEPENDENCE","ST","Feature"
"1427","MultiPolygon",-90.0390267974658,29.9616418303052,"41066139","167","4199.37611034","278.551006235","","631","INDEPENDENCE","ST","Feature"
"1428","MultiPolygon",-90.0393159178326,29.9617128124685,"41066139","167","4199.37611034","278.551006235","","631","INDEPENDENCE","ST","Feature"
"1429","MultiPolygon",-90.0392821312944,29.9618268781762,"41066139","167","4199.37611034","278.551006235","","631","INDEPENDENCE","ST","Feature"
"1430","MultiPolygon",-90.0389907690564,29.9617627498639,"41066139","167","4199.37611034","278.551006235","","631","INDEPENDENCE","ST","Feature"
"1431","MultiPolygon",-90.0390132925505,29.9616867063332,"41066139","167","4199.37611034","278.551006235","","631","INDEPENDENCE","ST","Feature"
"1432","MultiPolygon",-90.0577807734401,29.9726157926299,"41067569","168","5559.25650989","381.859624952","","1502","ELYSIAN FIELDS","AVE","Feature"
"1433","MultiPolygon",-90.0578713261186,29.9726092208854,"41067569","168","5559.25650989","381.859624952","","1502","ELYSIAN FIELDS","AVE","Feature"
"1434","MultiPolygon",-90.0578779360857,29.9727099299095,"41067569","168","5559.25650989","381.859624952","","1502","ELYSIAN FIELDS","AVE","Feature"
"1435","MultiPolygon",-90.0577787841267,29.9727152204623,"41067569","168","5559.25650989","381.859624952","","1502","ELYSIAN FIELDS","AVE","Feature"
"1436","MultiPolygon",-90.0573907999068,29.9727358396792,"41067569","168","5559.25650989","381.859624952","","1502","ELYSIAN FIELDS","AVE","Feature"
"1437","MultiPolygon",-90.0573827141772,29.972638241366,"41067569","168","5559.25650989","381.859624952","","1502","ELYSIAN FIELDS","AVE","Feature"
"1438","MultiPolygon",-90.0577786181593,29.9726159487963,"41067569","168","5559.25650989","381.859624952","","1502","ELYSIAN FIELDS","AVE","Feature"
"1439","MultiPolygon",-90.0577807734401,29.9726157926299,"41067569","168","5559.25650989","381.859624952","","1502","ELYSIAN FIELDS","AVE","Feature"
"1440","MultiPolygon",-90.0524798310548,29.9758550130248,"41068618","169","86478.5320031","1180.28261527","","1725","ST ROCH","AVE","Feature"
"1441","MultiPolygon",-90.0516268072062,29.9759117221386,"41068618","169","86478.5320031","1180.28261527","","1725","ST ROCH","AVE","Feature"
"1442","MultiPolygon",-90.0515569246935,29.9750358676574,"41068618","169","86478.5320031","1180.28261527","","1725","ST ROCH","AVE","Feature"
"1443","MultiPolygon",-90.0524099398711,29.9749791596815,"41068618","169","86478.5320031","1180.28261527","","1725","ST ROCH","AVE","Feature"
"1444","MultiPolygon",-90.0524798310548,29.9758550130248,"41068618","169","86478.5320031","1180.28261527","","1725","ST ROCH","AVE","Feature"
"1445","MultiPolygon",-90.0460162643064,29.965164833015,"41071682","170","54228.7445123","994.980946144","","3053","DAUPHINE","ST","Feature"
"1446","MultiPolygon",-90.045866651715,29.9651308629129,"41071682","170","54228.7445123","994.980946144","","3053","DAUPHINE","ST","Feature"
"1447","MultiPolygon",-90.0458389477418,29.9652192345737,"41071682","170","54228.7445123","994.980946144","","3053","DAUPHINE","ST","Feature"
"1448","MultiPolygon",-90.0457380829178,29.9651908670638,"41071682","170","54228.7445123","994.980946144","","3053","DAUPHINE","ST","Feature"
"1449","MultiPolygon",-90.045672233288,29.9651752198187,"41071682","170","54228.7445123","994.980946144","","3053","DAUPHINE","ST","Feature"
"1450","MultiPolygon",-90.045642100536,29.965167663568,"41071682","170","54228.7445123","994.980946144","","3053","DAUPHINE","ST","Feature"
"1451","MultiPolygon",-90.045547713772,29.9651439954884,"41071682","170","54228.7445123","994.980946144","","3053","DAUPHINE","ST","Feature"
"1452","MultiPolygon",-90.045449665791,29.9651199060702,"41071682","170","54228.7445123","994.980946144","","3053","DAUPHINE","ST","Feature"
"1453","MultiPolygon",-90.0454002792399,29.9651081707131,"41071682","170","54228.7445123","994.980946144","","3053","DAUPHINE","ST","Feature"
"1454","MultiPolygon",-90.0454257589085,29.9650252784244,"41071682","170","54228.7445123","994.980946144","","3053","DAUPHINE","ST","Feature"
"1455","MultiPolygon",-90.0454292924441,29.9650133900681,"41071682","170","54228.7445123","994.980946144","","3053","DAUPHINE","ST","Feature"
"1456","MultiPolygon",-90.0454550304869,29.9649267947996,"41071682","170","54228.7445123","994.980946144","","3053","DAUPHINE","ST","Feature"
"1457","MultiPolygon",-90.0454872695528,29.9648208390918,"41071682","170","54228.7445123","994.980946144","","3053","DAUPHINE","ST","Feature"
"1458","MultiPolygon",-90.0455570477779,29.9645877250612,"41071682","170","54228.7445123","994.980946144","","3053","DAUPHINE","ST","Feature"
"1459","MultiPolygon",-90.0458877435696,29.9646647258326,"41071682","170","54228.7445123","994.980946144","","3053","DAUPHINE","ST","Feature"
"1460","MultiPolygon",-90.0460029954313,29.9646908579756,"41071682","170","54228.7445123","994.980946144","","3053","DAUPHINE","ST","Feature"
"1461","MultiPolygon",-90.0461490187961,29.9647247928238,"41071682","170","54228.7445123","994.980946144","","3053","DAUPHINE","ST","Feature"
"1462","MultiPolygon",-90.046222747996,29.9647417672045,"41071682","170","54228.7445123","994.980946144","","3053","DAUPHINE","ST","Feature"
"1463","MultiPolygon",-90.0462822090233,29.9647517263865,"41071682","170","54228.7445123","994.980946144","","3053","DAUPHINE","ST","Feature"
"1464","MultiPolygon",-90.0463587694935,29.9647718537871,"41071682","170","54228.7445123","994.980946144","","3053","DAUPHINE","ST","Feature"
"1465","MultiPolygon",-90.0464367818804,29.9647907457419,"41071682","170","54228.7445123","994.980946144","","3053","DAUPHINE","ST","Feature"
"1466","MultiPolygon",-90.0464732871885,29.9647992286389,"41071682","170","54228.7445123","994.980946144","","3053","DAUPHINE","ST","Feature"
"1467","MultiPolygon",-90.0463390740732,29.9652411296254,"41071682","170","54228.7445123","994.980946144","","3053","DAUPHINE","ST","Feature"
"1468","MultiPolygon",-90.0463040124588,29.965232035309,"41071682","170","54228.7445123","994.980946144","","3053","DAUPHINE","ST","Feature"
"1469","MultiPolygon",-90.0462252737957,29.9652137616799,"41071682","170","54228.7445123","994.980946144","","3053","DAUPHINE","ST","Feature"
"1470","MultiPolygon",-90.0461630062572,29.9651987748679,"41071682","170","54228.7445123","994.980946144","","3053","DAUPHINE","ST","Feature"
"1471","MultiPolygon",-90.0461372195584,29.9651941465824,"41071682","170","54228.7445123","994.980946144","","3053","DAUPHINE","ST","Feature"
"1472","MultiPolygon",-90.0460462931475,29.9651721104354,"41071682","170","54228.7445123","994.980946144","","3053","DAUPHINE","ST","Feature"
"1473","MultiPolygon",-90.0460162643064,29.965164833015,"41071682","170","54228.7445123","994.980946144","","3053","DAUPHINE","ST","Feature"
"1474","MultiPolygon",-90.074276236388,29.9747100654927,"41080009","171","27074.5725015","700.011319794","","2275","BAYOU","RD","Feature"
"1475","MultiPolygon",-90.0743037861904,29.9746890753849,"41080009","171","27074.5725015","700.011319794","","2275","BAYOU","RD","Feature"
"1476","MultiPolygon",-90.07443208958,29.9745927829771,"41080009","171","27074.5725015","700.011319794","","2275","BAYOU","RD","Feature"
"1477","MultiPolygon",-90.0748511750006,29.9742698521245,"41080009","171","27074.5725015","700.011319794","","2275","BAYOU","RD","Feature"
"1478","MultiPolygon",-90.0750678807313,29.9745082206091,"41080009","171","27074.5725015","700.011319794","","2275","BAYOU","RD","Feature"
"1479","MultiPolygon",-90.0747427166678,29.9747851662769,"41080009","171","27074.5725015","700.011319794","","2275","BAYOU","RD","Feature"
"1480","MultiPolygon",-90.0745619883975,29.9749390936306,"41080009","171","27074.5725015","700.011319794","","2275","BAYOU","RD","Feature"
"1481","MultiPolygon",-90.074276236388,29.9747100654927,"41080009","171","27074.5725015","700.011319794","","2275","BAYOU","RD","Feature"
"1482","MultiPolygon",-90.0759997093081,29.9797043900083,"41081786","172","9751.96242314","400.984076291","","2632","LAPEYROUSE","ST","Feature"
"1483","MultiPolygon",-90.0762283962505,29.979449023813,"41081786","172","9751.96242314","400.984076291","","2632","LAPEYROUSE","ST","Feature"
"1484","MultiPolygon",-90.0762974392635,29.9794971931184,"41081786","172","9751.96242314","400.984076291","","2632","LAPEYROUSE","ST","Feature"
"1485","MultiPolygon",-90.0763714693358,29.9795485343482,"41081786","172","9751.96242314","400.984076291","","2632","LAPEYROUSE","ST","Feature"
"1486","MultiPolygon",-90.0764348248828,29.9795922732239,"41081786","172","9751.96242314","400.984076291","","2632","LAPEYROUSE","ST","Feature"
"1487","MultiPolygon",-90.0762047427492,29.9798445007023,"41081786","172","9751.96242314","400.984076291","","2632","LAPEYROUSE","ST","Feature"
"1488","MultiPolygon",-90.0761470759586,29.9798051920953,"41081786","172","9751.96242314","400.984076291","","2632","LAPEYROUSE","ST","Feature"
"1489","MultiPolygon",-90.0760680513753,29.9797513013825,"41081786","172","9751.96242314","400.984076291","","2632","LAPEYROUSE","ST","Feature"
"1490","MultiPolygon",-90.0759997093081,29.9797043900083,"41081786","172","9751.96242314","400.984076291","","2632","LAPEYROUSE","ST","Feature"
"1491","MultiPolygon",-90.0123879564327,30.0383380062416,"41097876","173","1405377.39958","14295.8821175","","7817","HAYNE","BLVD","Feature"
"1492","MultiPolygon",-90.0097319372011,30.0392977790527,"41097876","173","1405377.39958","14295.8821175","","7817","HAYNE","BLVD","Feature"
"1493","MultiPolygon",-90.0096066688337,30.0393709089537,"41097876","173","1405377.39958","14295.8821175","","7817","HAYNE","BLVD","Feature"
"1494","MultiPolygon",-90.0091959505582,30.0395680688944,"41097876","173","1405377.39958","14295.8821175","","7817","HAYNE","BLVD","Feature"
"1495","MultiPolygon",-90.0087850479636,30.0397789782368,"41097876","173","1405377.39958","14295.8821175","","7817","HAYNE","BLVD","Feature"
"1496","MultiPolygon",-90.0085629410138,30.0398942668874,"41097876","173","1405377.39958","14295.8821175","","7817","HAYNE","BLVD","Feature"
"1497","MultiPolygon",-90.0083532155717,30.0399427918387,"41097876","173","1405377.39958","14295.8821175","","7817","HAYNE","BLVD","Feature"
"1498","MultiPolygon",-90.0079579820444,30.0401638579081,"41097876","173","1405377.39958","14295.8821175","","7817","HAYNE","BLVD","Feature"
"1499","MultiPolygon",-90.0075252065233,30.0403982981018,"41097876","173","1405377.39958","14295.8821175","","7817","HAYNE","BLVD","Feature"
"1500","MultiPolygon",-90.0072337937625,30.0404841314615,"41097876","173","1405377.39958","14295.8821175","","7817","HAYNE","BLVD","Feature"
"1501","MultiPolygon",-90.0069260278522,30.040611057061,"41097876","173","1405377.39958","14295.8821175","","7817","HAYNE","BLVD","Feature"
"1502","MultiPolygon",-90.0065576765708,30.0408092599745,"41097876","173","1405377.39958","14295.8821175","","7817","HAYNE","BLVD","Feature"
"1503","MultiPolygon",-90.0064173169391,30.0408822355356,"41097876","173","1405377.39958","14295.8821175","","7817","HAYNE","BLVD","Feature"
"1504","MultiPolygon",-90.0060987861469,30.0409540399431,"41097876","173","1405377.39958","14295.8821175","","7817","HAYNE","BLVD","Feature"
"1505","MultiPolygon",-90.0056452664383,30.0411270033723,"41097876","173","1405377.39958","14295.8821175","","7817","HAYNE","BLVD","Feature"
"1506","MultiPolygon",-90.0053149452104,30.041328711955,"41097876","173","1405377.39958","14295.8821175","","7817","HAYNE","BLVD","Feature"
"1507","MultiPolygon",-90.0050589526938,30.0415599254401,"41097876","173","1405377.39958","14295.8821175","","7817","HAYNE","BLVD","Feature"
"1508","MultiPolygon",-90.0047227389315,30.0417722006168,"41097876","173","1405377.39958","14295.8821175","","7817","HAYNE","BLVD","Feature"
"1509","MultiPolygon",-90.0041086741948,30.0419147830439,"41097876","173","1405377.39958","14295.8821175","","7817","HAYNE","BLVD","Feature"
"1510","MultiPolygon",-90.0033396970639,30.0419820344938,"41097876","173","1405377.39958","14295.8821175","","7817","HAYNE","BLVD","Feature"
"1511","MultiPolygon",-90.0028357743186,30.0418931784293,"41097876","173","1405377.39958","14295.8821175","","7817","HAYNE","BLVD","Feature"
"1512","MultiPolygon",-90.0025480481182,30.0421328178478,"41097876","173","1405377.39958","14295.8821175","","7817","HAYNE","BLVD","Feature"
"1513","MultiPolygon",-90.0022441644195,30.042344788282,"41097876","173","1405377.39958","14295.8821175","","7817","HAYNE","BLVD","Feature"
"1514","MultiPolygon",-90.0019511721036,30.0425481167696,"41097876","173","1405377.39958","14295.8821175","","7817","HAYNE","BLVD","Feature"
"1515","MultiPolygon",-90.0014093085663,30.0428789521984,"41097876","173","1405377.39958","14295.8821175","","7817","HAYNE","BLVD","Feature"
"1516","MultiPolygon",-90.0006810538718,30.0431241340419,"41097876","173","1405377.39958","14295.8821175","","7817","HAYNE","BLVD","Feature"
"1517","MultiPolygon",-90.0002129305821,30.0431519026522,"41097876","173","1405377.39958","14295.8821175","","7817","HAYNE","BLVD","Feature"
"1518","MultiPolygon",-90.0000051144315,30.0433792180257,"41097876","173","1405377.39958","14295.8821175","","7817","HAYNE","BLVD","Feature"
"1519","MultiPolygon",-89.999614256892,30.0437540840898,"41097876","173","1405377.39958","14295.8821175","","7817","HAYNE","BLVD","Feature"
"1520","MultiPolygon",-89.9988257693804,30.0439892685699,"41097876","173","1405377.39958","14295.8821175","","7817","HAYNE","BLVD","Feature"
"1521","MultiPolygon",-89.998580331359,30.0438598821747,"41097876","173","1405377.39958","14295.8821175","","7817","HAYNE","BLVD","Feature"
"1522","MultiPolygon",-89.9980171085745,30.0437991621187,"41097876","173","1405377.39958","14295.8821175","","7817","HAYNE","BLVD","Feature"
"1523","MultiPolygon",-89.9976386636705,30.0439441032561,"41097876","173","1405377.39958","14295.8821175","","7817","HAYNE","BLVD","Feature"
"1524","MultiPolygon",-89.9974910295127,30.0441301422989,"41097876","173","1405377.39958","14295.8821175","","7817","HAYNE","BLVD","Feature"
"1525","MultiPolygon",-89.9972678952153,30.0447492483463,"41097876","173","1405377.39958","14295.8821175","","7817","HAYNE","BLVD","Feature"
"1526","MultiPolygon",-89.9968942958804,30.0449611244439,"41097876","173","1405377.39958","14295.8821175","","7817","HAYNE","BLVD","Feature"
"1527","MultiPolygon",-89.9959149254872,30.0454981629947,"41097876","173","1405377.39958","14295.8821175","","7817","HAYNE","BLVD","Feature"
"1528","MultiPolygon",-89.9950228009182,30.0459048063398,"41097876","173","1405377.39958","14295.8821175","","7817","HAYNE","BLVD","Feature"
"1529","MultiPolygon",-89.9942547808587,30.0462189373471,"41097876","173","1405377.39958","14295.8821175","","7817","HAYNE","BLVD","Feature"
"1530","MultiPolygon",-89.9939212539987,30.0462818086781,"41097876","173","1405377.39958","14295.8821175","","7817","HAYNE","BLVD","Feature"
"1531","MultiPolygon",-89.9930788554478,30.0461419630711,"41097876","173","1405377.39958","14295.8821175","","7817","HAYNE","BLVD","Feature"
"1532","MultiPolygon",-89.9925756774085,30.0459968147256,"41097876","173","1405377.39958","14295.8821175","","7817","HAYNE","BLVD","Feature"
"1533","MultiPolygon",-89.9924361746126,30.0460047713777,"41097876","173","1405377.39958","14295.8821175","","7817","HAYNE","BLVD","Feature"
"1534","MultiPolygon",-89.9929121161718,30.0457708204055,"41097876","173","1405377.39958","14295.8821175","","7817","HAYNE","BLVD","Feature"
"1535","MultiPolygon",-89.9985611901765,30.0433039556581,"41097876","173","1405377.39958","14295.8821175","","7817","HAYNE","BLVD","Feature"
"1536","MultiPolygon",-90.002136957163,30.0418717391277,"41097876","173","1405377.39958","14295.8821175","","7817","HAYNE","BLVD","Feature"
"1537","MultiPolygon",-90.006242997837,30.0402678611693,"41097876","173","1405377.39958","14295.8821175","","7817","HAYNE","BLVD","Feature"
"1538","MultiPolygon",-90.0094982605293,30.0390941414759,"41097876","173","1405377.39958","14295.8821175","","7817","HAYNE","BLVD","Feature"
"1539","MultiPolygon",-90.0123220813353,30.0381041755912,"41097876","173","1405377.39958","14295.8821175","","7817","HAYNE","BLVD","Feature"
"1540","MultiPolygon",-90.0123879564327,30.0383380062416,"41097876","173","1405377.39958","14295.8821175","","7817","HAYNE","BLVD","Feature"
"1541","MultiPolygon",-90.0517757113753,30.0038365597048,"41109638","174","6141.16718858","346.223624625","","4437","PAINTERS","ST","Feature"
"1542","MultiPolygon",-90.0521638789006,30.0038111649315,"41109638","174","6141.16718858","346.223624625","","4437","PAINTERS","ST","Feature"
"1543","MultiPolygon",-90.0521687570439,30.0038787255392,"41109638","174","6141.16718858","346.223624625","","4437","PAINTERS","ST","Feature"
"1544","MultiPolygon",-90.0521728929374,30.0039481543658,"41109638","174","6141.16718858","346.223624625","","4437","PAINTERS","ST","Feature"
"1545","MultiPolygon",-90.051784724486,30.0039735484573,"41109638","174","6141.16718858","346.223624625","","4437","PAINTERS","ST","Feature"
"1546","MultiPolygon",-90.0517813119789,30.0039037098929,"41109638","174","6141.16718858","346.223624625","","4437","PAINTERS","ST","Feature"
"1547","MultiPolygon",-90.0517757297434,30.0038367668582,"41109638","174","6141.16718858","346.223624625","","4437","PAINTERS","ST","Feature"
"1548","MultiPolygon",-90.0517757113753,30.0038365597048,"41109638","174","6141.16718858","346.223624625","","4437","PAINTERS","ST","Feature"
"1549","MultiPolygon",-90.0546299754118,30.0052341619488,"41111613","175","9760.09541179","410.61935757","","4615","ST ROCH","AVE","Feature"
"1550","MultiPolygon",-90.0550418332986,30.0052100313634,"41111613","175","9760.09541179","410.61935757","","4615","ST ROCH","AVE","Feature"
"1551","MultiPolygon",-90.0550467054571,30.0052782162156,"41111613","175","9760.09541179","410.61935757","","4615","ST ROCH","AVE","Feature"
"1552","MultiPolygon",-90.0550523038024,30.0053457836745,"41111613","175","9760.09541179","410.61935757","","4615","ST ROCH","AVE","Feature"
"1553","MultiPolygon",-90.0550571591287,30.0054152197122,"41111613","175","9760.09541179","410.61935757","","4615","ST ROCH","AVE","Feature"
"1554","MultiPolygon",-90.0546453084082,30.0054387256272,"41111613","175","9760.09541179","410.61935757","","4615","ST ROCH","AVE","Feature"
"1555","MultiPolygon",-90.0546397263623,30.0053699080129,"41111613","175","9760.09541179","410.61935757","","4615","ST ROCH","AVE","Feature"
"1556","MultiPolygon",-90.0546348548955,30.0053017220946,"41111613","175","9760.09541179","410.61935757","","4615","ST ROCH","AVE","Feature"
"1557","MultiPolygon",-90.0546299754118,30.0052341619488,"41111613","175","9760.09541179","410.61935757","","4615","ST ROCH","AVE","Feature"
"1558","MultiPolygon",-90.0737928442354,29.9701170400702,"41129108","176","12869.1263874","457.735253407","","2137","URSULINES","AVE","Feature"
"1559","MultiPolygon",-90.0740426868338,29.9698337492755,"41129108","176","12869.1263874","457.735253407","","2137","URSULINES","AVE","Feature"
"1560","MultiPolygon",-90.0741672452198,29.9699199575459,"41129108","176","12869.1263874","457.735253407","","2137","URSULINES","AVE","Feature"
"1561","MultiPolygon",-90.0742905628985,29.9700057947871,"41129108","176","12869.1263874","457.735253407","","2137","URSULINES","AVE","Feature"
"1562","MultiPolygon",-90.0740370070296,29.9702837828528,"41129108","176","12869.1263874","457.735253407","","2137","URSULINES","AVE","Feature"
"1563","MultiPolygon",-90.0738587173239,29.9701623577777,"41129108","176","12869.1263874","457.735253407","","2137","URSULINES","AVE","Feature"
"1564","MultiPolygon",-90.0737925936384,29.9701173234947,"41129108","176","12869.1263874","457.735253407","","2137","URSULINES","AVE","Feature"
"1565","MultiPolygon",-90.0737928442354,29.9701170400702,"41129108","176","12869.1263874","457.735253407","","2137","URSULINES","AVE","Feature"
"1566","MultiPolygon",-90.1301030011676,29.9475209995817,"41129485","177","6484.25234552","385.30884833","S","1140","CARROLLTON","AVE","Feature"
"1567","MultiPolygon",-90.1299110012366,29.9473659999631,"41129485","177","6484.25234552","385.30884833","S","1140","CARROLLTON","AVE","Feature"
"1568","MultiPolygon",-90.1300370008556,29.9472479996498,"41129485","177","6484.25234552","385.30884833","S","1140","CARROLLTON","AVE","Feature"
"1569","MultiPolygon",-90.1303480011991,29.9474940000784,"41129485","177","6484.25234552","385.30884833","S","1140","CARROLLTON","AVE","Feature"
"1570","MultiPolygon",-90.1302790012394,29.9475589998973,"41129485","177","6484.25234552","385.30884833","S","1140","CARROLLTON","AVE","Feature"
"1571","MultiPolygon",-90.1301630012131,29.9474640001302,"41129485","177","6484.25234552","385.30884833","S","1140","CARROLLTON","AVE","Feature"
"1572","MultiPolygon",-90.1301030011676,29.9475209995817,"41129485","177","6484.25234552","385.30884833","S","1140","CARROLLTON","AVE","Feature"
"1573","MultiPolygon",-90.053604006375,29.9517505120645,"41131487","178","6013.47251476","361.490554898","","228","PELICAN","AVE","Feature"
"1574","MultiPolygon",-90.0537161810002,29.9516797140134,"41131487","178","6013.47251476","361.490554898","","228","PELICAN","AVE","Feature"
"1575","MultiPolygon",-90.0539692600968,29.9519847353061,"41131487","178","6013.47251476","361.490554898","","228","PELICAN","AVE","Feature"
"1576","MultiPolygon",-90.0538563675101,29.9520555269422,"41131487","178","6013.47251476","361.490554898","","228","PELICAN","AVE","Feature"
"1577","MultiPolygon",-90.053604006375,29.9517505120645,"41131487","178","6013.47251476","361.490554898","","228","PELICAN","AVE","Feature"
"1578","MultiPolygon",-90.1263720006373,29.9495929998353,"41131552","179","6693.43826852","351.630790461","S","1531","CARROLLTON","AVE","Feature"
"1579","MultiPolygon",-90.1264930010924,29.9494819994513,"41131552","179","6693.43826852","351.630790461","S","1531","CARROLLTON","AVE","Feature"
"1580","MultiPolygon",-90.1267730007725,29.9497049996508,"41131552","179","6693.43826852","351.630790461","S","1531","CARROLLTON","AVE","Feature"
"1581","MultiPolygon",-90.1266510011806,29.9498159995735,"41131552","179","6693.43826852","351.630790461","S","1531","CARROLLTON","AVE","Feature"
"1582","MultiPolygon",-90.1263720006373,29.9495929998353,"41131552","179","6693.43826852","351.630790461","S","1531","CARROLLTON","AVE","Feature"
"1583","MultiPolygon",-90.1262740007691,29.9496830000725,"41131553","180","5408.74177064","330.071826033","S","1537","CARROLLTON","AVE","Feature"
"1584","MultiPolygon",-90.1263720006373,29.9495929998353,"41131553","180","5408.74177064","330.071826033","S","1537","CARROLLTON","AVE","Feature"
"1585","MultiPolygon",-90.1266510011806,29.9498159995735,"41131553","180","5408.74177064","330.071826033","S","1537","CARROLLTON","AVE","Feature"
"1586","MultiPolygon",-90.126553001345,29.9499060000158,"41131553","180","5408.74177064","330.071826033","S","1537","CARROLLTON","AVE","Feature"
"1587","MultiPolygon",-90.1262740007691,29.9496830000725,"41131553","180","5408.74177064","330.071826033","S","1537","CARROLLTON","AVE","Feature"
"1588","MultiPolygon",-90.0893669001959,29.9296942028369,"41131861","181","5383.61450518","294.446262179","","1620","8TH","ST","Feature"
"1589","MultiPolygon",-90.0895838559164,29.929571960206,"41131861","181","5383.61450518","294.446262179","","1620","8TH","ST","Feature"
"1590","MultiPolygon",-90.0896817381545,29.9297438745301,"41131861","181","5383.61450518","294.446262179","","1620","8TH","ST","Feature"
"1591","MultiPolygon",-90.0895646603445,29.9298090309493,"41131861","181","5383.61450518","294.446262179","","1620","8TH","ST","Feature"
"1592","MultiPolygon",-90.0894851635243,29.9298532891998,"41131861","181","5383.61450518","294.446262179","","1620","8TH","ST","Feature"
"1593","MultiPolygon",-90.0893669001959,29.9296942028369,"41131861","181","5383.61450518","294.446262179","","1620","8TH","ST","Feature"
